rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
62,Solidity,BokkyPooBahsDateTimeLibrary,120,30,Solidity,https://github.com/bokkypoobah/BokkyPooBahsDateTimeLibrary,bokkypoobah,1,2020-01-18T13:48:39Z,Gas-Efficient Solidity DateTime Library
63,Solidity,oneswap_contract_ethereum,114,15,Solidity,https://github.com/oneswap/oneswap_contract_ethereum,oneswap,3,2020-11-11T09:55:43Z,OneSwap's smartcontract source code for ethereum
64,Solidity,UNIB,109,7,Solidity,https://github.com/uniswapbet/UNIB,uniswapbet,1,2020-11-10T16:59:40Z,
65,Solidity,aragon-network-token,107,40,Solidity,https://github.com/aragon/aragon-network-token,aragon,7,2021-04-01T06:36:02Z,Smart contracts for the Aragon Network Token
66,Solidity,ds-token,105,50,Solidity,https://github.com/dapphub/ds-token,dapphub,4,2021-02-15T22:57:24Z,A simple and sufficient ERC20 implementation
67,Solidity,uniswap-flash-swapper,104,47,Solidity,https://github.com/Austin-Williams/uniswap-flash-swapper,Austin-Williams,6,2021-02-12T23:04:10Z,Boiler plate for Uniswap v2 flash loans (and flash swaps)
68,Solidity,flashloaner-contract,101,66,Solidity,https://github.com/pedrobergamini/flashloaner-contract,pedrobergamini,2,2020-11-12T01:18:25Z,Solidity smart contracts that operate arbitrages between Sushiswap and Uniswap
69,Solidity,Tokens,100,99,Solidity,https://github.com/bokkypoobah/Tokens,bokkypoobah,2,2019-06-21T17:06:58Z,"Tokens, Tokens, Tokens"
70,Solidity,abyss-daico,98,48,Solidity,https://github.com/abyssfinance/abyss-daico,abyssfinance,0,2018-12-31T00:47:26Z,"DAICO is an innovative fundraising model that merges some of the benefits of Decentralized Autonomous Organizations (DAOs), aimed at upgrading and making the initial ICO concept more transparent."
71,Solidity,flash-mintable-tokens,97,31,Solidity,https://github.com/Austin-Williams/flash-mintable-tokens,Austin-Williams,1,2020-06-23T00:27:24Z,Anyone can be rich... for an instant.
72,Solidity,defisaver-contracts,96,27,Solidity,https://github.com/DecenterApps/defisaver-contracts,DecenterApps,1,2021-05-10T02:59:45Z,Defi Saver solidity smart contracts
73,Solidity,abdk-libraries-solidity,94,28,Solidity,https://github.com/abdk-consulting/abdk-libraries-solidity,abdk-consulting,1,2021-03-24T11:35:19Z,Open-Source Libraries for Solidity by ABDK Consulting
74,Solidity,uniswap-oracle,94,19,Solidity,https://github.com/Keydonix/uniswap-oracle,Keydonix,3,2020-12-11T03:17:22Z,A general purpose price feed oracle built on Uniswap v2 that uses merkle proofs under the hood.
75,Solidity,mana,93,32,Solidity,https://github.com/decentraland/mana,decentraland,5,2020-10-13T12:21:34Z,⏣ Solidity Contracts for the Decentraland MANA Token
76,Solidity,solidity-util,90,25,Solidity,https://github.com/willitscale/solidity-util,willitscale,2,2019-06-13T17:11:31Z,Solidity Standard Utilities
77,Solidity,venus-protocol,88,39,Solidity,https://github.com/VenusProtocol/venus-protocol,VenusProtocol,3,2021-05-10T23:55:58Z,Binance Smart Chain Venus Protocol
78,Solidity,renex-sol,88,48,Solidity,https://github.com/republicprotocol/renex-sol,republicprotocol,2,2019-08-14T19:39:38Z,"RenEx Ethereum contracts, written in Solidity"
79,Solidity,bridge,88,10,Solidity,https://github.com/cheapETH/bridge,cheapETH,0,2021-04-08T02:24:28Z,Bridge between L1 (Ethereum) and L2 (cheapETH)
80,Solidity,aave-flashloan-mix,86,32,Solidity,https://github.com/brownie-mix/aave-flashloan-mix,brownie-mix,0,2021-04-27T19:25:43Z,A Brownie mix containing all you need to get started with developing flash loans
81,Solidity,RICO,85,17,Solidity,https://github.com/DRI-network/RICO,DRI-network,9,2018-06-13T03:27:14Z,The Responsible Initial Coin Offering Framework
82,Solidity,alchemix-protocol,84,22,Solidity,https://github.com/alchemix-finance/alchemix-protocol,alchemix-finance,1,2021-04-05T20:15:33Z,contracts for the Alchemix protocol
83,Solidity,contractsV2,83,20,Solidity,https://github.com/bZxNetwork/contractsV2,bZxNetwork,7,2021-05-10T15:20:25Z,bZx Protocol Smart Contracts - Version 2
84,Solidity,Smart-Contract-Modular-Template,83,26,Solidity,https://github.com/Turing-Chain/Smart-Contract-Modular-Template,Turing-Chain,6,2020-04-06T11:52:21Z,"Backed by Blockchain Education Network  Hong Kong and Taiwan branch, the open source repository contains educational materials including smart contract templates for developers."
85,Solidity,Bunny,83,59,Solidity,https://github.com/PancakeBunny-finance/Bunny,PancakeBunny-finance,2,2021-05-01T01:09:59Z,PancakeBunny helps $cake lovers get more $cakes
86,Solidity,WETH10,82,36,Solidity,https://github.com/WETH10/WETH10,WETH10,10,2021-04-22T14:16:23Z,revamped contract
87,Solidity,SugarDaddyFlashloan,80,15,Solidity,https://github.com/fifikobayashi/SugarDaddyFlashloan,fifikobayashi,1,2021-01-23T01:01:15Z,Leverages Aave V2's credit delegation functionalities to execute a V2 flashloan where the repayment of the loan at the end of the Tx is incurred onto a separate entity (the sugardaddy)
88,Solidity,bsc-genesis-contract,80,97,Solidity,https://github.com/binance-chain/bsc-genesis-contract,binance-chain,4,2021-03-31T12:43:11Z,The genesis contracts of Binance Smart Chain.
89,Solidity,rtoken-monorepo,79,41,Solidity,https://github.com/rtoken-project/rtoken-monorepo,rtoken-project,9,2021-04-19T20:06:26Z,RToken Ethereum monorepo
90,Solidity,smartbugs,77,22,Solidity,https://github.com/smartbugs/smartbugs,smartbugs,8,2021-05-08T09:53:39Z,SmartBugs: A Framework to Analyze Solidity Smart Contracts
91,Solidity,nft-mix,76,38,Solidity,https://github.com/PatrickAlphaC/nft-mix,PatrickAlphaC,0,2021-05-06T11:34:12Z,
92,Solidity,frax-solidity,74,22,Solidity,https://github.com/FraxFinance/frax-solidity,FraxFinance,0,2021-05-10T20:45:34Z,Solidity implementation of the Frax Protocol
93,Solidity,land,73,27,Solidity,https://github.com/decentraland/land,decentraland,10,2021-03-03T15:41:47Z,⛰ Contract for LAND
94,Solidity,ds-auth,73,23,Solidity,https://github.com/dapphub/ds-auth,dapphub,1,2021-02-15T22:35:51Z,"Updatable, unobtrusive Solidity authorization pattern"
95,Solidity,azimuth,73,21,Solidity,https://github.com/urbit/azimuth,urbit,9,2021-05-09T02:53:10Z,General-purpose PKI on Ethereum
96,Solidity,openzeppelin-test-environment,72,23,Solidity,https://github.com/OpenZeppelin/openzeppelin-test-environment,OpenZeppelin,28,2021-04-09T21:16:40Z,One-line setup for blazing-fast smart contracts tests
97,Solidity,smart-contracts,72,10,Solidity,https://github.com/DOSNetwork/smart-contracts,DOSNetwork,3,2021-05-09T15:12:07Z,On-chain system contracts and examples
98,Solidity,conditional-tokens-contracts,71,23,Solidity,https://github.com/gnosis/conditional-tokens-contracts,gnosis,17,2021-04-01T06:49:27Z,Smart contracts for conditional tokens.
99,Solidity,vaults,69,44,Solidity,https://github.com/yearn/vaults,yearn,6,2020-09-11T13:24:59Z,
100,Solidity,badger-system,67,30,Solidity,https://github.com/Badger-Finance/badger-system,Badger-Finance,21,2021-05-11T03:00:12Z,
