rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
62,Solidity,pancake-farm,107,233,Solidity,https://github.com/pancakeswap/pancake-farm,pancakeswap,6,2021-03-27T09:14:33Z,
63,Solidity,aragon-network-token,107,40,Solidity,https://github.com/aragon/aragon-network-token,aragon,7,2021-04-01T06:36:02Z,Smart contracts for the Aragon Network Token
64,Solidity,alchemist,105,24,Solidity,https://github.com/alchemistcoin/alchemist,alchemistcoin,5,2021-04-15T13:06:08Z,Can a meme coin help us achieve immortality?
65,Solidity,ds-token,104,49,Solidity,https://github.com/dapphub/ds-token,dapphub,4,2021-02-15T22:57:24Z,A simple and sufficient ERC20 implementation
66,Solidity,Tokens,100,98,Solidity,https://github.com/bokkypoobah/Tokens,bokkypoobah,2,2019-06-21T17:06:58Z,"Tokens, Tokens, Tokens"
67,Solidity,uniswap-flash-swapper,98,46,Solidity,https://github.com/Austin-Williams/uniswap-flash-swapper,Austin-Williams,6,2021-02-12T23:04:10Z,Boiler plate for Uniswap v2 flash loans (and flash swaps)
68,Solidity,abyss-daico,96,47,Solidity,https://github.com/abyssfinance/abyss-daico,abyssfinance,0,2018-12-31T00:47:26Z,"DAICO is an innovative fundraising model that merges some of the benefits of Decentralized Autonomous Organizations (DAOs), aimed at upgrading and making the initial ICO concept more transparent."
69,Solidity,flash-mintable-tokens,94,31,Solidity,https://github.com/Austin-Williams/flash-mintable-tokens,Austin-Williams,1,2020-06-23T00:27:24Z,Anyone can be rich... for an instant.
70,Solidity,mana,92,32,Solidity,https://github.com/decentraland/mana,decentraland,5,2020-10-13T12:21:34Z,⏣ Solidity Contracts for the Decentraland MANA Token
71,Solidity,abdk-libraries-solidity,91,26,Solidity,https://github.com/abdk-consulting/abdk-libraries-solidity,abdk-consulting,1,2021-03-24T11:35:19Z,Open-Source Libraries for Solidity by ABDK Consulting
72,Solidity,defisaver-contracts,89,24,Solidity,https://github.com/DecenterApps/defisaver-contracts,DecenterApps,1,2021-04-26T01:07:24Z,Defi Saver solidity smart contracts
73,Solidity,renex-sol,89,47,Solidity,https://github.com/republicprotocol/renex-sol,republicprotocol,2,2019-08-14T19:39:38Z,"RenEx Ethereum contracts, written in Solidity"
74,Solidity,uniswap-oracle,89,18,Solidity,https://github.com/Keydonix/uniswap-oracle,Keydonix,3,2020-12-11T03:17:22Z,A general purpose price feed oracle built on Uniswap v2 that uses merkle proofs under the hood.
75,Solidity,solidity-util,88,24,Solidity,https://github.com/willitscale/solidity-util,willitscale,2,2019-06-13T17:11:31Z,Solidity Standard Utilities
76,Solidity,bridge,88,11,Solidity,https://github.com/cheapETH/bridge,cheapETH,0,2021-04-08T02:24:28Z,Bridge between L1 (Ethereum) and L2 (cheapETH)
77,Solidity,flashloaner-contract,86,56,Solidity,https://github.com/pedrobergamini/flashloaner-contract,pedrobergamini,1,2020-11-12T01:18:25Z,Solidity smart contracts that operate arbitrages between Sushiswap and Uniswap
78,Solidity,RICO,85,17,Solidity,https://github.com/DRI-network/RICO,DRI-network,9,2018-06-13T03:27:14Z,The Responsible Initial Coin Offering Framework
79,Solidity,Smart-Contract-Modular-Template,83,26,Solidity,https://github.com/Turing-Chain/Smart-Contract-Modular-Template,Turing-Chain,6,2020-04-06T11:52:21Z,"Backed by Blockchain Education Network  Hong Kong and Taiwan branch, the open source repository contains educational materials including smart contract templates for developers."
80,Solidity,WETH10,81,33,Solidity,https://github.com/WETH10/WETH10,WETH10,10,2021-04-22T14:16:23Z,revamped contract
81,Solidity,venus-protocol,80,31,Solidity,https://github.com/VenusProtocol/venus-protocol,VenusProtocol,2,2021-04-21T12:28:26Z,Binance Smart Chain Venus Protocol
82,Solidity,SugarDaddyFlashloan,79,14,Solidity,https://github.com/fifikobayashi/SugarDaddyFlashloan,fifikobayashi,1,2021-01-23T01:01:15Z,Leverages Aave V2's credit delegation functionalities to execute a V2 flashloan where the repayment of the loan at the end of the Tx is incurred onto a separate entity (the sugardaddy)
83,Solidity,rtoken-monorepo,79,40,Solidity,https://github.com/rtoken-project/rtoken-monorepo,rtoken-project,9,2021-04-19T20:06:26Z,RToken Ethereum monorepo
84,Solidity,aave-flashloan-mix,78,20,Solidity,https://github.com/brownie-mix/aave-flashloan-mix,brownie-mix,1,2021-04-25T21:53:48Z,A Brownie mix containing all you need to get started with developing flash loans
85,Solidity,contractsV2,78,18,Solidity,https://github.com/bZxNetwork/contractsV2,bZxNetwork,5,2021-04-22T14:49:46Z,bZx Protocol Smart Contracts - Version 2
86,Solidity,autofarmV2,76,46,Solidity,https://github.com/autofarm-network/autofarmV2,autofarm-network,2,2021-01-21T16:38:37Z,
87,Solidity,land,72,29,Solidity,https://github.com/decentraland/land,decentraland,10,2021-03-03T15:41:47Z,⛰ Contract for LAND
88,Solidity,ds-auth,72,23,Solidity,https://github.com/dapphub/ds-auth,dapphub,1,2021-02-15T22:35:51Z,"Updatable, unobtrusive Solidity authorization pattern"
89,Solidity,azimuth,72,21,Solidity,https://github.com/urbit/azimuth,urbit,8,2021-04-15T02:18:35Z,General-purpose PKI on Ethereum
90,Solidity,smartbugs,72,22,Solidity,https://github.com/smartbugs/smartbugs,smartbugs,8,2021-04-07T00:35:07Z,SmartBugs: A Framework to Analyze Solidity Smart Contracts
91,Solidity,smart-contracts,72,10,Solidity,https://github.com/DOSNetwork/smart-contracts,DOSNetwork,3,2021-04-22T18:26:22Z,On-chain system contracts and examples
92,Solidity,frax-solidity,72,22,Solidity,https://github.com/FraxFinance/frax-solidity,FraxFinance,0,2021-04-25T23:11:05Z,Solidity implementation of the Frax Protocol
93,Solidity,openzeppelin-test-environment,70,22,Solidity,https://github.com/OpenZeppelin/openzeppelin-test-environment,OpenZeppelin,28,2021-04-09T21:16:40Z,One-line setup for blazing-fast smart contracts tests
94,Solidity,alchemix-protocol,69,19,Solidity,https://github.com/alchemix-finance/alchemix-protocol,alchemix-finance,1,2021-04-05T20:15:33Z,contracts for the Alchemix protocol
95,Solidity,vaults,69,44,Solidity,https://github.com/yearn/vaults,yearn,6,2020-09-11T13:24:59Z,
96,Solidity,conditional-tokens-contracts,69,21,Solidity,https://github.com/gnosis/conditional-tokens-contracts,gnosis,17,2021-04-01T06:49:27Z,Smart contracts for conditional tokens.
97,Solidity,bsc-genesis-contract,68,72,Solidity,https://github.com/binance-chain/bsc-genesis-contract,binance-chain,3,2021-03-31T12:43:11Z,The genesis contracts of Binance Smart Chain.
98,Solidity,diamond-3,66,23,Solidity,https://github.com/mudgen/diamond-3,mudgen,5,2021-04-14T21:47:35Z,Implementation of a diamond. Implements EIP-2535 Diamond Standard.
99,Solidity,LinkToken,65,32,Solidity,https://github.com/smartcontractkit/LinkToken,smartcontractkit,3,2021-04-25T09:41:36Z,LINK Token Contracts for the Chainlink Network
100,Solidity,dsa-connectors-old,64,23,Solidity,https://github.com/Instadapp/dsa-connectors-old,Instadapp,4,2021-03-29T05:10:48Z,Awesome list of DSA Connectors
